material,quantidade,estoque mínimo,categoria,corredor,armário,prateleira,observação
Produto 1452,1552,10,Cat2,A2,12,02,Item de teste 1452
Produto 1453,1553,10,Cat3,A3,13,03,Item de teste 1453
Produto 1454,1554,10,Cat4,A4,14,04,Item de teste 1454
Produto 1455,1555,10,Cat5,A0,15,05,Item de teste 1455
Produto 1456,1556,10,Cat6,A1,16,06,Item de teste 1456
Produto 1457,1557,10,Cat7,A2,17,07,Item de teste 1457
Produto 1458,1558,10,Cat8,A3,18,08,Item de teste 1458
Produto 1459,1559,10,Cat9,A4,19,09,Item de teste 1459
Produto 1460,1560,10,Cat0,A0,00,00,Item de teste 1460
Produto 1461,1561,10,Cat1,A1,01,01,Item de teste 1461
Produto 1462,1562,10,Cat2,A2,02,02,Item de teste 1462
Produto 1463,1563,10,Cat3,A3,03,03,Item de teste 1463
Produto 1464,1564,10,Cat4,A4,04,04,Item de teste 1464
Produto 1465,1565,10,Cat5,A0,05,05,Item de teste 1465
Produto 1466,1566,10,Cat6,A1,06,06,Item de teste 1466
Produto 1467,1567,10,Cat7,A2,07,07,Item de teste 1467
Produto 1468,1568,10,Cat8,A3,08,08,Item de teste 1468
Produto 1469,1569,10,Cat9,A4,09,09,Item de teste 1469
Produto 1470,1570,10,Cat0,A0,10,00,Item de teste 1470
Produto 1471,1571,10,Cat1,A1,11,01,Item de teste 1471
Produto 1472,1572,10,Cat2,A2,12,02,Item de teste 1472
Produto 1473,1573,10,Cat3,A3,13,03,Item de teste 1473
Produto 1474,1574,10,Cat4,A4,14,04,Item de teste 1474
Produto 1475,1575,10,Cat5,A0,15,05,Item de teste 1475
Produto 1476,1576,10,Cat6,A1,16,06,Item de teste 1476
Produto 1477,1577,10,Cat7,A2,17,07,Item de teste 1477
Produto 1478,1578,10,Cat8,A3,18,08,Item de teste 1478
Produto 1479,1579,10,Cat9,A4,19,09,Item de teste 1479
Produto 1480,1580,10,Cat0,A0,00,00,Item de teste 1480
Produto 1481,1581,10,Cat1,A1,01,01,Item de teste 1481
Produto 1482,1582,10,Cat2,A2,02,02,Item de teste 1482
Produto 1483,1583,10,Cat3,A3,03,03,Item de teste 1483
Produto 1484,1584,10,Cat4,A4,04,04,Item de teste 1484
Produto 1485,1585,10,Cat5,A0,05,05,Item de teste 1485
Produto 1486,1586,10,Cat6,A1,06,06,Item de teste 1486
Produto 1487,1587,10,Cat7,A2,07,07,Item de teste 1487
Produto 1488,1588,10,Cat8,A3,08,08,Item de teste 1488
Produto 1489,1589,10,Cat9,A4,09,09,Item de teste 1489
Produto 1490,1590,10,Cat0,A0,10,00,Item de teste 1490
Produto 1491,1591,10,Cat1,A1,11,01,Item de teste 1491
Produto 1492,1592,10,Cat2,A2,12,02,Item de teste 1492
Produto 1493,1593,10,Cat3,A3,13,03,Item de teste 1493
Produto 1494,1594,10,Cat4,A4,14,04,Item de teste 1494
Produto 1495,1595,10,Cat5,A0,15,05,Item de teste 1495
Produto 1496,1596,10,Cat6,A1,16,06,Item de teste 1496
Produto 1497,1597,10,Cat7,A2,17,07,Item de teste 1497
Produto 1498,1598,10,Cat8,A3,18,08,Item de teste 1498
Produto 1499,1599,10,Cat9,A4,19,09,Item de teste 1499
Produto 1500,1600,10,Cat0,A0,00,00,Item de teste 1500
Produto 1501,1601,10,Cat1,A1,01,01,Item de teste 1501
Produto 1502,1602,10,Cat2,A2,02,02,Item de teste 1502
Produto 1503,1603,10,Cat3,A3,03,03,Item de teste 1503
Produto 1504,1604,10,Cat4,A4,04,04,Item de teste 1504
Produto 1505,1605,10,Cat5,A0,05,05,Item de teste 1505
Produto 1506,1606,10,Cat6,A1,06,06,Item de teste 1506
Produto 1507,1607,10,Cat7,A2,07,07,Item de teste 1507
Produto 1508,1608,10,Cat8,A3,08,08,Item de teste 1508
Produto 1509,1609,10,Cat9,A4,09,09,Item de teste 1509
Produto 1510,1610,10,Cat0,A0,10,00,Item de teste 1510
Produto 1511,1611,10,Cat1,A1,11,01,Item de teste 1511
Produto 1512,1612,10,Cat2,A2,12,02,Item de teste 1512
Produto 1513,1613,10,Cat3,A3,13,03,Item de teste 1513
Produto 1514,1614,10,Cat4,A4,14,04,Item de teste 1514
Produto 1515,1615,10,Cat5,A0,15,05,Item de teste 1515
Produto 1516,1616,10,Cat6,A1,16,06,Item de teste 1516
Produto 1517,1617,10,Cat7,A2,17,07,Item de teste 1517
Produto 1518,1618,10,Cat8,A3,18,08,Item de teste 1518
Produto 1519,1619,10,Cat9,A4,19,09,Item de teste 1519
Produto 1520,1620,10,Cat0,A0,00,00,Item de teste 1520
Produto 1521,1621,10,Cat1,A1,01,01,Item de teste 1521
Produto 1522,1622,10,Cat2,A2,02,02,Item de teste 1522
Produto 1523,1623,10,Cat3,A3,03,03,Item de teste 1523
Produto 1524,1624,10,Cat4,A4,04,04,Item de teste 1524
Produto 1525,1625,10,Cat5,A0,05,05,Item de teste 1525
Produto 1526,1626,10,Cat6,A1,06,06,Item de teste 1526
Produto 1527,1627,10,Cat7,A2,07,07,Item de teste 1527
Produto 1528,1628,10,Cat8,A3,08,08,Item de teste 1528
Produto 1529,1629,10,Cat9,A4,09,09,Item de teste 1529
Produto 1530,1630,10,Cat0,A0,10,00,Item de teste 1530
Produto 1531,1631,10,Cat1,A1,11,01,Item de teste 1531
Produto 1532,1632,10,Cat2,A2,12,02,Item de teste 1532
Produto 1533,1633,10,Cat3,A3,13,03,Item de teste 1533
Produto 1534,1634,10,Cat4,A4,14,04,Item de teste 1534
Produto 1535,1635,10,Cat5,A0,15,05,Item de teste 1535
Produto 1536,1636,10,Cat6,A1,16,06,Item de teste 1536
Produto 1537,1637,10,Cat7,A2,17,07,Item de teste 1537
Produto 1538,1638,10,Cat8,A3,18,08,Item de teste 1538
Produto 1539,1639,10,Cat9,A4,19,09,Item de teste 1539
Produto 1540,1640,10,Cat0,A0,00,00,Item de teste 1540
Produto 1541,1641,10,Cat1,A1,01,01,Item de teste 1541
Produto 1542,1642,10,Cat2,A2,02,02,Item de teste 1542
Produto 1543,1643,10,Cat3,A3,03,03,Item de teste 1543
Produto 1544,1644,10,Cat4,A4,04,04,Item de teste 1544
Produto 1545,1645,10,Cat5,A0,05,05,Item de teste 1545
Produto 1546,1646,10,Cat6,A1,06,06,Item de teste 1546
Produto 1547,1647,10,Cat7,A2,07,07,Item de teste 1547
Produto 1548,1648,10,Cat8,A3,08,08,Item de teste 1548
Produto 1549,1649,10,Cat9,A4,09,09,Item de teste 1549
Produto 1550,1650,10,Cat0,A0,10,00,Item de teste 1550
Produto 1551,1651,10,Cat1,A1,11,01,Item de teste 1551
Produto 1552,1652,10,Cat2,A2,12,02,Item de teste 1552
Produto 1553,1653,10,Cat3,A3,13,03,Item de teste 1553
Produto 1554,1654,10,Cat4,A4,14,04,Item de teste 1554
Produto 1555,1655,10,Cat5,A0,15,05,Item de teste 1555
Produto 1556,1656,10,Cat6,A1,16,06,Item de teste 1556
Produto 1557,1657,10,Cat7,A2,17,07,Item de teste 1557
Produto 1558,1658,10,Cat8,A3,18,08,Item de teste 1558
Produto 1559,1659,10,Cat9,A4,19,09,Item de teste 1559
Produto 1560,1660,10,Cat0,A0,00,00,Item de teste 1560
Produto 1561,1661,10,Cat1,A1,01,01,Item de teste 1561
Produto 1562,1662,10,Cat2,A2,02,02,Item de teste 1562
Produto 1563,1663,10,Cat3,A3,03,03,Item de teste 1563
Produto 1564,1664,10,Cat4,A4,04,04,Item de teste 1564
Produto 1565,1665,10,Cat5,A0,05,05,Item de teste 1565
Produto 1566,1666,10,Cat6,A1,06,06,Item de teste 1566
Produto 1567,1667,10,Cat7,A2,07,07,Item de teste 1567
Produto 1568,1668,10,Cat8,A3,08,08,Item de teste 1568
Produto 1569,1669,10,Cat9,A4,09,09,Item de teste 1569
Produto 1570,1670,10,Cat0,A0,10,00,Item de teste 1570
Produto 1571,1671,10,Cat1,A1,11,01,Item de teste 1571
Produto 1572,1672,10,Cat2,A2,12,02,Item de teste 1572
Produto 1573,1673,10,Cat3,A3,13,03,Item de teste 1573
Produto 1574,1674,10,Cat4,A4,14,04,Item de teste 1574
Produto 1575,1675,10,Cat5,A0,15,05,Item de teste 1575
Produto 1576,1676,10,Cat6,A1,16,06,Item de teste 1576
Produto 1577,1677,10,Cat7,A2,17,07,Item de teste 1577
Produto 1578,1678,10,Cat8,A3,18,08,Item de teste 1578
Produto 1579,1679,10,Cat9,A4,19,09,Item de teste 1579
Produto 1580,1680,10,Cat0,A0,00,00,Item de teste 1580
Produto 1581,1681,10,Cat1,A1,01,01,Item de teste 1581
Produto 1582,1682,10,Cat2,A2,02,02,Item de teste 1582
Produto 1583,1683,10,Cat3,A3,03,03,Item de teste 1583
Produto 1584,1684,10,Cat4,A4,04,04,Item de teste 1584
Produto 1585,1685,10,Cat5,A0,05,05,Item de teste 1585
Produto 1586,1686,10,Cat6,A1,06,06,Item de teste 1586
Produto 1587,1687,10,Cat7,A2,07,07,Item de teste 1587
Produto 1588,1688,10,Cat8,A3,08,08,Item de teste 1588
Produto 1589,1689,10,Cat9,A4,09,09,Item de teste 1589
Produto 1590,1690,10,Cat0,A0,10,00,Item de teste 1590
Produto 1591,1691,10,Cat1,A1,11,01,Item de teste 1591
Produto 1592,1692,10,Cat2,A2,12,02,Item de teste 1592
Produto 1593,1693,10,Cat3,A3,13,03,Item de teste 1593
Produto 1594,1694,10,Cat4,A4,14,04,Item de teste 1594
Produto 1595,1695,10,Cat5,A0,15,05,Item de teste 1595
Produto 1596,1696,10,Cat6,A1,16,06,Item de teste 1596
Produto 1597,1697,10,Cat7,A2,17,07,Item de teste 1597
Produto 1598,1698,10,Cat8,A3,18,08,Item de teste 1598
Produto 1599,1699,10,Cat9,A4,19,09,Item de teste 1599
Produto 1600,1700,10,Cat0,A0,00,00,Item de teste 1600
Produto 1601,1701,10,Cat1,A1,01,01,Item de teste 1601
Produto 1602,1702,10,Cat2,A2,02,02,Item de teste 1602
Produto 1603,1703,10,Cat3,A3,03,03,Item de teste 1603
Produto 1604,1704,10,Cat4,A4,04,04,Item de teste 1604
Produto 1605,1705,10,Cat5,A0,05,05,Item de teste 1605
Produto 1606,1706,10,Cat6,A1,06,06,Item de teste 1606
Produto 1607,1707,10,Cat7,A2,07,07,Item de teste 1607
Produto 1608,1708,10,Cat8,A3,08,08,Item de teste 1608
Produto 1609,1709,10,Cat9,A4,09,09,Item de teste 1609
Produto 1610,1710,10,Cat0,A0,10,00,Item de teste 1610
Produto 1611,1711,10,Cat1,A1,11,01,Item de teste 1611
Produto 1612,1712,10,Cat2,A2,12,02,Item de teste 1612
Produto 1613,1713,10,Cat3,A3,13,03,Item de teste 1613
Produto 1614,1714,10,Cat4,A4,14,04,Item de teste 1614
Produto 1615,1715,10,Cat5,A0,15,05,Item de teste 1615
Produto 1616,1716,10,Cat6,A1,16,06,Item de teste 1616
Produto 1617,1717,10,Cat7,A2,17,07,Item de teste 1617
Produto 1618,1718,10,Cat8,A3,18,08,Item de teste 1618
Produto 1619,1719,10,Cat9,A4,19,09,Item de teste 1619
Produto 1620,1720,10,Cat0,A0,00,00,Item de teste 1620
Produto 1621,1721,10,Cat1,A1,01,01,Item de teste 1621
Produto 1622,1722,10,Cat2,A2,02,02,Item de teste 1622
Produto 1623,1723,10,Cat3,A3,03,03,Item de teste 1623
Produto 1624,1724,10,Cat4,A4,04,04,Item de teste 1624
Produto 1625,1725,10,Cat5,A0,05,05,Item de teste 1625
Produto 1626,1726,10,Cat6,A1,06,06,Item de teste 1626
Produto 1627,1727,10,Cat7,A2,07,07,Item de teste 1627
Produto 1628,1728,10,Cat8,A3,08,08,Item de teste 1628
Produto 1629,1729,10,Cat9,A4,09,09,Item de teste 1629
Produto 1630,1730,10,Cat0,A0,10,00,Item de teste 1630
Produto 1631,1731,10,Cat1,A1,11,01,Item de teste 1631
Produto 1632,1732,10,Cat2,A2,12,02,Item de teste 1632
Produto 1633,1733,10,Cat3,A3,13,03,Item de teste 1633
Produto 1634,1734,10,Cat4,A4,14,04,Item de teste 1634
Produto 1635,1735,10,Cat5,A0,15,05,Item de teste 1635
Produto 1636,1736,10,Cat6,A1,16,06,Item de teste 1636
Produto 1637,1737,10,Cat7,A2,17,07,Item de teste 1637
Produto 1638,1738,10,Cat8,A3,18,08,Item de teste 1638
Produto 1639,1739,10,Cat9,A4,19,09,Item de teste 1639
Produto 1640,1740,10,Cat0,A0,00,00,Item de teste 1640
Produto 1641,1741,10,Cat1,A1,01,01,Item de teste 1641
Produto 1642,1742,10,Cat2,A2,02,02,Item de teste 1642
Produto 1643,1743,10,Cat3,A3,03,03,Item de teste 1643
Produto 1644,1744,10,Cat4,A4,04,04,Item de teste 1644
Produto 1645,1745,10,Cat5,A0,05,05,Item de teste 1645
Produto 1646,1746,10,Cat6,A1,06,06,Item de teste 1646
Produto 1647,1747,10,Cat7,A2,07,07,Item de teste 1647
Produto 1648,1748,10,Cat8,A3,08,08,Item de teste 1648
Produto 1649,1749,10,Cat9,A4,09,09,Item de teste 1649
Produto 1650,1750,10,Cat0,A0,10,00,Item de teste 1650
Produto 1651,1751,10,Cat1,A1,11,01,Item de teste 1651
Produto 1652,1752,10,Cat2,A2,12,02,Item de teste 1652
Produto 1653,1753,10,Cat3,A3,13,03,Item de teste 1653
Produto 1654,1754,10,Cat4,A4,14,04,Item de teste 1654
Produto 1655,1755,10,Cat5,A0,15,05,Item de teste 1655
Produto 1656,1756,10,Cat6,A1,16,06,Item de teste 1656
Produto 1657,1757,10,Cat7,A2,17,07,Item de teste 1657
Produto 1658,1758,10,Cat8,A3,18,08,Item de teste 1658
Produto 1659,1759,10,Cat9,A4,19,09,Item de teste 1659
Produto 1660,1760,10,Cat0,A0,00,00,Item de teste 1660
Produto 1661,1761,10,Cat1,A1,01,01,Item de teste 1661
Produto 1662,1762,10,Cat2,A2,02,02,Item de teste 1662
Produto 1663,1763,10,Cat3,A3,03,03,Item de teste 1663
Produto 1664,1764,10,Cat4,A4,04,04,Item de teste 1664
Produto 1665,1765,10,Cat5,A0,05,05,Item de teste 1665
Produto 1666,1766,10,Cat6,A1,06,06,Item de teste 1666
Produto 1667,1767,10,Cat7,A2,07,07,Item de teste 1667
Produto 1668,1768,10,Cat8,A3,08,08,Item de teste 1668
Produto 1669,1769,10,Cat9,A4,09,09,Item de teste 1669
Produto 1670,1770,10,Cat0,A0,10,00,Item de teste 1670
Produto 1671,1771,10,Cat1,A1,11,01,Item de teste 1671
Produto 1672,1772,10,Cat2,A2,12,02,Item de teste 1672
Produto 1673,1773,10,Cat3,A3,13,03,Item de teste 1673
Produto 1674,1774,10,Cat4,A4,14,04,Item de teste 1674
Produto 1675,1775,10,Cat5,A0,15,05,Item de teste 1675
Produto 1676,1776,10,Cat6,A1,16,06,Item de teste 1676
Produto 1677,1777,10,Cat7,A2,17,07,Item de teste 1677
Produto 1678,1778,10,Cat8,A3,18,08,Item de teste 1678
Produto 1679,1779,10,Cat9,A4,19,09,Item de teste 1679
Produto 1680,1780,10,Cat0,A0,00,00,Item de teste 1680
Produto 1681,1781,10,Cat1,A1,01,01,Item de teste 1681
Produto 1682,1782,10,Cat2,A2,02,02,Item de teste 1682
Produto 1683,1783,10,Cat3,A3,03,03,Item de teste 1683
Produto 1684,1784,10,Cat4,A4,04,04,Item de teste 1684
Produto 1685,1785,10,Cat5,A0,05,05,Item de teste 1685
Produto 1686,1786,10,Cat6,A1,06,06,Item de teste 1686
Produto 1687,1787,10,Cat7,A2,07,07,Item de teste 1687
Produto 1688,1788,10,Cat8,A3,08,08,Item de teste 1688
Produto 1689,1789,10,Cat9,A4,09,09,Item de teste 1689
Produto 1690,1790,10,Cat0,A0,10,00,Item de teste 1690
Produto 1691,1791,10,Cat1,A1,11,01,Item de teste 1691
Produto 1692,1792,10,Cat2,A2,12,02,Item de teste 1692
Produto 1693,1793,10,Cat3,A3,13,03,Item de teste 1693
Produto 1694,1794,10,Cat4,A4,14,04,Item de teste 1694
Produto 1695,1795,10,Cat5,A0,15,05,Item de teste 1695
Produto 1696,1796,10,Cat6,A1,16,06,Item de teste 1696
Produto 1697,1797,10,Cat7,A2,17,07,Item de teste 1697
Produto 1698,1798,10,Cat8,A3,18,08,Item de teste 1698
Produto 1699,1799,10,Cat9,A4,19,09,Item de teste 1699
Produto 1700,1800,10,Cat0,A0,00,00,Item de teste 1700
Produto 1701,1801,10,Cat1,A1,01,01,Item de teste 1701
Produto 1702,1802,10,Cat2,A2,02,02,Item de teste 1702
Produto 1703,1803,10,Cat3,A3,03,03,Item de teste 1703
Produto 1704,1804,10,Cat4,A4,04,04,Item de teste 1704
Produto 1705,1805,10,Cat5,A0,05,05,Item de teste 1705
Produto 1706,1806,10,Cat6,A1,06,06,Item de teste 1706
Produto 1707,1807,10,Cat7,A2,07,07,Item de teste 1707
Produto 1708,1808,10,Cat8,A3,08,08,Item de teste 1708
Produto 1709,1809,10,Cat9,A4,09,09,Item de teste 1709
Produto 1710,1810,10,Cat0,A0,10,00,Item de teste 1710
Produto 1711,1811,10,Cat1,A1,11,01,Item de teste 1711
Produto 1712,1812,10,Cat2,A2,12,02,Item de teste 1712
Produto 1713,1813,10,Cat3,A3,13,03,Item de teste 1713
Produto 1714,1814,10,Cat4,A4,14,04,Item de teste 1714
Produto 1715,1815,10,Cat5,A0,15,05,Item de teste 1715
Produto 1716,1816,10,Cat6,A1,16,06,Item de teste 1716
Produto 1717,1817,10,Cat7,A2,17,07,Item de teste 1717
Produto 1718,1818,10,Cat8,A3,18,08,Item de teste 1718
Produto 1719,1819,10,Cat9,A4,19,09,Item de teste 1719
Produto 1720,1820,10,Cat0,A0,00,00,Item de teste 1720
Produto 1721,1821,10,Cat1,A1,01,01,Item de teste 1721
Produto 1722,1822,10,Cat2,A2,02,02,Item de teste 1722
Produto 1723,1823,10,Cat3,A3,03,03,Item de teste 1723
Produto 1724,1824,10,Cat4,A4,04,04,Item de teste 1724
Produto 1725,1825,10,Cat5,A0,05,05,Item de teste 1725
Produto 1726,1826,10,Cat6,A1,06,06,Item de teste 1726
Produto 1727,1827,10,Cat7,A2,07,07,Item de teste 1727
Produto 1728,1828,10,Cat8,A3,08,08,Item de teste 1728
Produto 1729,1829,10,Cat9,A4,09,09,Item de teste 1729
Produto 1730,1830,10,Cat0,A0,10,00,Item de teste 1730
Produto 1731,1831,10,Cat1,A1,11,01,Item de teste 1731
Produto 1732,1832,10,Cat2,A2,12,02,Item de teste 1732
Produto 1733,1833,10,Cat3,A3,13,03,Item de teste 1733
Produto 1734,1834,10,Cat4,A4,14,04,Item de teste 1734
Produto 1735,1835,10,Cat5,A0,15,05,Item de teste 1735
Produto 1736,1836,10,Cat6,A1,16,06,Item de teste 1736
Produto 1737,1837,10,Cat7,A2,17,07,Item de teste 1737
Produto 1738,1838,10,Cat8,A3,18,08,Item de teste 1738
Produto 1739,1839,10,Cat9,A4,19,09,Item de teste 1739
Produto 1740,1840,10,Cat0,A0,00,00,Item de teste 1740
Produto 1741,1841,10,Cat1,A1,01,01,Item de teste 1741
Produto 1742,1842,10,Cat2,A2,02,02,Item de teste 1742
Produto 1743,1843,10,Cat3,A3,03,03,Item de teste 1743
Produto 1744,1844,10,Cat4,A4,04,04,Item de teste 1744
Produto 1745,1845,10,Cat5,A0,05,05,Item de teste 1745
Produto 1746,1846,10,Cat6,A1,06,06,Item de teste 1746
Produto 1747,1847,10,Cat7,A2,07,07,Item de teste 1747
Produto 1748,1848,10,Cat8,A3,08,08,Item de teste 1748
Produto 1749,1849,10,Cat9,A4,09,09,Item de teste 1749
Produto 1750,1850,10,Cat0,A0,10,00,Item de teste 1750
Produto 1751,1851,10,Cat1,A1,11,01,Item de teste 1751
Produto 1752,1852,10,Cat2,A2,12,02,Item de teste 1752
Produto 1753,1853,10,Cat3,A3,13,03,Item de teste 1753
Produto 1754,1854,10,Cat4,A4,14,04,Item de teste 1754
Produto 1755,1855,10,Cat5,A0,15,05,Item de teste 1755
Produto 1756,1856,10,Cat6,A1,16,06,Item de teste 1756
Produto 1757,1857,10,Cat7,A2,17,07,Item de teste 1757
Produto 1758,1858,10,Cat8,A3,18,08,Item de teste 1758
Produto 1759,1859,10,Cat9,A4,19,09,Item de teste 1759
Produto 1760,1860,10,Cat0,A0,00,00,Item de teste 1760
Produto 1761,1861,10,Cat1,A1,01,01,Item de teste 1761
Produto 1762,1862,10,Cat2,A2,02,02,Item de teste 1762
Produto 1763,1863,10,Cat3,A3,03,03,Item de teste 1763
Produto 1764,1864,10,Cat4,A4,04,04,Item de teste 1764
Produto 1765,1865,10,Cat5,A0,05,05,Item de teste 1765
Produto 1766,1866,10,Cat6,A1,06,06,Item de teste 1766
Produto 1767,1867,10,Cat7,A2,07,07,Item de teste 1767
Produto 1768,1868,10,Cat8,A3,08,08,Item de teste 1768
Produto 1769,1869,10,Cat9,A4,09,09,Item de teste 1769
Produto 1770,1870,10,Cat0,A0,10,00,Item de teste 1770
Produto 1771,1871,10,Cat1,A1,11,01,Item de teste 1771
Produto 1772,1872,10,Cat2,A2,12,02,Item de teste 1772
Produto 1773,1873,10,Cat3,A3,13,03,Item de teste 1773
Produto 1774,1874,10,Cat4,A4,14,04,Item de teste 1774
Produto 1775,1875,10,Cat5,A0,15,05,Item de teste 1775
Produto 1776,1876,10,Cat6,A1,16,06,Item de teste 1776
Produto 1777,1877,10,Cat7,A2,17,07,Item de teste 1777
Produto 1778,1878,10,Cat8,A3,18,08,Item de teste 1778
Produto 1779,1879,10,Cat9,A4,19,09,Item de teste 1779
Produto 1780,1880,10,Cat0,A0,00,00,Item de teste 1780
Produto 1781,1881,10,Cat1,A1,01,01,Item de teste 1781
Produto 1782,1882,10,Cat2,A2,02,02,Item de teste 1782
Produto 1783,1883,10,Cat3,A3,03,03,Item de teste 1783
Produto 1784,1884,10,Cat4,A4,04,04,Item de teste 1784
Produto 1785,1885,10,Cat5,A0,05,05,Item de teste 1785
Produto 1786,1886,10,Cat6,A1,06,06,Item de teste 1786
Produto 1787,1887,10,Cat7,A2,07,07,Item de teste 1787
Produto 1788,1888,10,Cat8,A3,08,08,Item de teste 1788
Produto 1789,1889,10,Cat9,A4,09,09,Item de teste 1789
Produto 1790,1890,10,Cat0,A0,10,00,Item de teste 1790
Produto 1791,1891,10,Cat1,A1,11,01,Item de teste 1791
Produto 1792,1892,10,Cat2,A2,12,02,Item de teste 1792
Produto 1793,1893,10,Cat3,A3,13,03,Item de teste 1793
Produto 1794,1894,10,Cat4,A4,14,04,Item de teste 1794
Produto 1795,1895,10,Cat5,A0,15,05,Item de teste 1795
Produto 1796,1896,10,Cat6,A1,16,06,Item de teste 1796
Produto 1797,1897,10,Cat7,A2,17,07,Item de teste 1797
Produto 1798,1898,10,Cat8,A3,18,08,Item de teste 1798
Produto 1799,1899,10,Cat9,A4,19,09,Item de teste 1799
Produto 1800,1900,10,Cat0,A0,00,00,Item de teste 1800
Produto 1801,1901,10,Cat1,A1,01,01,Item de teste 1801
Produto 1802,1902,10,Cat2,A2,02,02,Item de teste 1802
Produto 1803,1903,10,Cat3,A3,03,03,Item de teste 1803
Produto 1804,1904,10,Cat4,A4,04,04,Item de teste 1804
Produto 1805,1905,10,Cat5,A0,05,05,Item de teste 1805
Produto 1806,1906,10,Cat6,A1,06,06,Item de teste 1806
Produto 1807,1907,10,Cat7,A2,07,07,Item de teste 1807
Produto 1808,1908,10,Cat8,A3,08,08,Item de teste 1808
Produto 1809,1909,10,Cat9,A4,09,09,Item de teste 1809
Produto 1810,1910,10,Cat0,A0,10,00,Item de teste 1810
Produto 1811,1911,10,Cat1,A1,11,01,Item de teste 1811
Produto 1812,1912,10,Cat2,A2,12,02,Item de teste 1812
Produto 1813,1913,10,Cat3,A3,13,03,Item de teste 1813
Produto 1814,1914,10,Cat4,A4,14,04,Item de teste 1814
Produto 1815,1915,10,Cat5,A0,15,05,Item de teste 1815
Produto 1816,1916,10,Cat6,A1,16,06,Item de teste 1816
Produto 1817,1917,10,Cat7,A2,17,07,Item de teste 1817
Produto 1818,1918,10,Cat8,A3,18,08,Item de teste 1818
Produto 1819,1919,10,Cat9,A4,19,09,Item de teste 1819
Produto 1820,1920,10,Cat0,A0,00,00,Item de teste 1820
Produto 1821,1921,10,Cat1,A1,01,01,Item de teste 1821
Produto 1822,1922,10,Cat2,A2,02,02,Item de teste 1822
Produto 1823,1923,10,Cat3,A3,03,03,Item de teste 1823
Produto 1824,1924,10,Cat4,A4,04,04,Item de teste 1824
Produto 1825,1925,10,Cat5,A0,05,05,Item de teste 1825
Produto 1826,1926,10,Cat6,A1,06,06,Item de teste 1826
Produto 1827,1927,10,Cat7,A2,07,07,Item de teste 1827
Produto 1828,1928,10,Cat8,A3,08,08,Item de teste 1828
Produto 1829,1929,10,Cat9,A4,09,09,Item de teste 1829
Produto 1830,1930,10,Cat0,A0,10,00,Item de teste 1830
Produto 1831,1931,10,Cat1,A1,11,01,Item de teste 1831
Produto 1832,1932,10,Cat2,A2,12,02,Item de teste 1832
Produto 1833,1933,10,Cat3,A3,13,03,Item de teste 1833
Produto 1834,1934,10,Cat4,A4,14,04,Item de teste 1834
Produto 1835,1935,10,Cat5,A0,15,05,Item de teste 1835
Produto 1836,1936,10,Cat6,A1,16,06,Item de teste 1836
Produto 1837,1937,10,Cat7,A2,17,07,Item de teste 1837
Produto 1838,1938,10,Cat8,A3,18,08,Item de teste 1838
Produto 1839,1939,10,Cat9,A4,19,09,Item de teste 1839
Produto 1840,1940,10,Cat0,A0,00,00,Item de teste 1840
Produto 1841,1941,10,Cat1,A1,01,01,Item de teste 1841
Produto 1842,1942,10,Cat2,A2,02,02,Item de teste 1842
Produto 1843,1943,10,Cat3,A3,03,03,Item de teste 1843
Produto 1844,1944,10,Cat4,A4,04,04,Item de teste 1844
Produto 1845,1945,10,Cat5,A0,05,05,Item de teste 1845
Produto 1846,1946,10,Cat6,A1,06,06,Item de teste 1846
Produto 1847,1947,10,Cat7,A2,07,07,Item de teste 1847
Produto 1848,1948,10,Cat8,A3,08,08,Item de teste 1848
Produto 1849,1949,10,Cat9,A4,09,09,Item de teste 1849
Produto 1850,1950,10,Cat0,A0,10,00,Item de teste 1850
Produto 1851,1951,10,Cat1,A1,11,01,Item de teste 1851
Produto 1852,1952,10,Cat2,A2,12,02,Item de teste 1852
Produto 1853,1953,10,Cat3,A3,13,03,Item de teste 1853
Produto 1854,1954,10,Cat4,A4,14,04,Item de teste 1854
Produto 1855,1955,10,Cat5,A0,15,05,Item de teste 1855
Produto 1856,1956,10,Cat6,A1,16,06,Item de teste 1856
Produto 1857,1957,10,Cat7,A2,17,07,Item de teste 1857
Produto 1858,1958,10,Cat8,A3,18,08,Item de teste 1858
Produto 1859,1959,10,Cat9,A4,19,09,Item de teste 1859
Produto 1860,1960,10,Cat0,A0,00,00,Item de teste 1860
Produto 1861,1961,10,Cat1,A1,01,01,Item de teste 1861
Produto 1862,1962,10,Cat2,A2,02,02,Item de teste 1862
